,Date,Address,Block,Street,Latitude,Longitude,WnvPresent,DewPoint,WetBulb,PrecipTotal,SeaLevel,Tmax,StnPressure
11401,2009-09-14,"South Stony Island Avenue, Chicago, IL, USA",10, S STONY ISLAND AVE,41.726465,-87.585413,0,56,62,0.00,30.05,84,29.40
11404,2009-09-14,"South Torrence Avenue, Chicago, IL, USA",13, S TORRENCE AVE,41.678618,-87.559308,0,55,61,0.00,30.07,84,29.34
11405,2009-09-14,"South Torrence Avenue, Chicago, IL, USA",13, S TORRENCE AVE,41.678618,-87.559308,0,56,62,0.00,30.05,84,29.40
11410,2009-09-14,"South Brandon Avenue, Chicago, IL 60617, USA",13, S BRANDON,41.740641,-87.546587,0,55,61,0.00,30.07,84,29.34
11411,2009-09-14,"South Brandon Avenue, Chicago, IL 60617, USA",13, S BRANDON,41.740641,-87.546587,0,56,62,0.00,30.05,84,29.40
11414,2009-09-14,"3700 118th Street, Chicago, IL 60617, USA",37, E 118TH ST,41.680946,-87.535198,0,55,61,0.00,30.07,84,29.34
11415,2009-09-14,"3700 118th Street, Chicago, IL 60617, USA",37, E 118TH ST,41.680946,-87.535198,0,56,62,0.00,30.05,84,29.40
11418,2009-09-14,"2400 East 105th Street, Chicago, IL 60617, USA",24, E 105TH ST,41.704572,-87.565666,0,55,61,0.00,30.07,84,29.34
11419,2009-09-14,"2400 East 105th Street, Chicago, IL 60617, USA",24, E 105TH ST,41.704572,-87.565666,0,56,62,0.00,30.05,84,29.40
11422,2009-09-14,"South Cottage Grove Avenue, Chicago, IL, USA",10, S COTTAGE GROVE,41.750498,-87.605294,0,55,61,0.00,30.07,84,29.34
11423,2009-09-14,"South Cottage Grove Avenue, Chicago, IL, USA",10, S COTTAGE GROVE,41.750498,-87.605294,0,56,62,0.00,30.05,84,29.40
11426,2009-09-14,"4000 East 130th Street, Chicago, IL 60633, USA",40, E 130TH ST,41.659112,-87.538693,0,55,61,0.00,30.07,84,29.34
11427,2009-09-14,"4000 East 130th Street, Chicago, IL 60633, USA",40, E 130TH ST,41.659112,-87.538693,0,56,62,0.00,30.05,84,29.40
11428,2009-09-14,"9100 West Higgins Road, Rosemont, IL 60018, USA",91, W HIGGINS RD,41.992478,-87.862995,0,55,61,0.00,30.07,84,29.34
11429,2009-09-14,"9100 West Higgins Road, Rosemont, IL 60018, USA",91, W HIGGINS RD,41.992478,-87.862995,0,56,62,0.00,30.05,84,29.40
11430,2009-09-14,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",10, W OHARE AIRPORT,41.974689,-87.890615,0,55,61,0.00,30.07,84,29.34
11431,2009-09-14,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",10, W OHARE AIRPORT,41.974689,-87.890615,0,56,62,0.00,30.05,84,29.40
11452,2009-09-14,"Ohare Court, Bensenville, IL 60106, USA",10, W OHARE,41.957799,-87.930995,0,55,61,0.00,30.07,84,29.34
11453,2009-09-14,"Ohare Court, Bensenville, IL 60106, USA",10, W OHARE,41.957799,-87.930995,0,56,62,0.00,30.05,84,29.40
11458,2009-09-14,"4800 West Montana Street, Chicago, IL 60639, USA",48, W MONTANA ST,41.925198,-87.746381,0,55,61,0.00,30.07,84,29.34
11459,2009-09-14,"4800 West Montana Street, Chicago, IL 60639, USA",48, W MONTANA ST,41.925198,-87.746381,0,56,62,0.00,30.05,84,29.40
11460,2009-09-14,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",51, N MONT CLARE AVE,41.973845,-87.805059,0,55,61,0.00,30.07,84,29.34
11461,2009-09-14,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",51, N MONT CLARE AVE,41.973845,-87.805059,0,56,62,0.00,30.05,84,29.40
11466,2009-09-14,"8200 South Kostner Avenue, Chicago, IL 60652, USA",82, S KOSTNER AVE,41.743402,-87.731435,0,55,61,0.00,30.07,84,29.34
11467,2009-09-14,"8200 South Kostner Avenue, Chicago, IL 60652, USA",82, S KOSTNER AVE,41.743402,-87.731435,0,56,62,0.00,30.05,84,29.40
11474,2009-09-14,"East 91st Place, Chicago, IL, USA",65, E 91ST PL,41.728495,-87.600963,0,55,61,0.00,30.07,84,29.34
11475,2009-09-14,"East 91st Place, Chicago, IL, USA",65, E 91ST PL,41.728495,-87.600963,0,56,62,0.00,30.05,84,29.40
11476,2009-09-14,"1700 West Addison Street, Chicago, IL 60613, USA",17, W ADDISON ST,41.947227,-87.671457,0,55,61,0.00,30.07,84,29.34
11477,2009-09-14,"1700 West Addison Street, Chicago, IL 60613, USA",17, W ADDISON ST,41.947227,-87.671457,0,56,62,0.00,30.05,84,29.40
11478,2009-09-14,"South Wallace Street, Chicago, IL, USA",11, S WALLACE ST,41.753411,-87.639817,0,55,61,0.00,30.07,84,29.34
11479,2009-09-14,"South Wallace Street, Chicago, IL, USA",11, S WALLACE ST,41.753411,-87.639817,0,56,62,0.00,30.05,84,29.40
11480,2009-09-14,"1300 North Laramie Avenue, Chicago, IL 60651, USA",13, N LARAMIE AVE,41.904194,-87.756155,1,55,61,0.00,30.07,84,29.34
11481,2009-09-14,"1300 North Laramie Avenue, Chicago, IL 60651, USA",13, N LARAMIE AVE,41.904194,-87.756155,1,56,62,0.00,30.05,84,29.40
11482,2009-09-14,"3900 North Springfield Avenue, Chicago, IL 60618, USA",39, N SPRINGFIELD AVE,41.951866,-87.725057,0,55,61,0.00,30.07,84,29.34
11483,2009-09-14,"3900 North Springfield Avenue, Chicago, IL 60618, USA",39, N SPRINGFIELD AVE,41.951866,-87.725057,0,56,62,0.00,30.05,84,29.40
11484,2009-09-14,"3900 North Springfield Avenue, Chicago, IL 60618, USA",39, N SPRINGFIELD AVE,41.951866,-87.725057,1,55,61,0.00,30.07,84,29.34
11485,2009-09-14,"3900 North Springfield Avenue, Chicago, IL 60618, USA",39, N SPRINGFIELD AVE,41.951866,-87.725057,1,56,62,0.00,30.05,84,29.40
11486,2009-09-17,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,41.95469,-87.800991,0,52,56,0.00,30.18,72,29.45
11487,2009-09-17,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,41.95469,-87.800991,0,51,57,0.00,30.17,71,29.51
11490,2009-09-17,"2500 West Grand Avenue, Chicago, IL 60654, USA",25, W GRAND AVE,41.891118,-87.654491,0,52,56,0.00,30.18,72,29.45
11491,2009-09-17,"2500 West Grand Avenue, Chicago, IL 60654, USA",25, W GRAND AVE,41.891118,-87.654491,0,51,57,0.00,30.17,71,29.51
11494,2009-09-17,"1100 Roosevelt Road, Chicago, IL 60608, USA",11, W ROOSEVELT,41.867108,-87.654224,0,52,56,0.00,30.18,72,29.45
11495,2009-09-17,"1100 Roosevelt Road, Chicago, IL 60608, USA",11, W ROOSEVELT,41.867108,-87.654224,0,51,57,0.00,30.17,71,29.51
11500,2009-09-17,"1100 West Chicago Avenue, Chicago, IL 60642, USA",11, W CHICAGO,41.896282,-87.655232,0,52,56,0.00,30.18,72,29.45
11501,2009-09-17,"1100 West Chicago Avenue, Chicago, IL 60642, USA",11, W CHICAGO,41.896282,-87.655232,0,51,57,0.00,30.17,71,29.51
11502,2009-09-17,"2200 North Cannon Drive, Chicago, IL 60614, USA",22, N CANNON DR,41.921965,-87.632085,0,52,56,0.00,30.18,72,29.45
11503,2009-09-17,"2200 North Cannon Drive, Chicago, IL 60614, USA",22, N CANNON DR,41.921965,-87.632085,0,51,57,0.00,30.17,71,29.51
11510,2009-09-17,"1700 West 95th Street, Chicago, IL 60643, USA",17, W 95TH ST,41.720848,-87.666014,0,52,56,0.00,30.18,72,29.45
11511,2009-09-17,"1700 West 95th Street, Chicago, IL 60643, USA",17, W 95TH ST,41.720848,-87.666014,0,51,57,0.00,30.17,71,29.51
11512,2009-09-17,"7500 North Oakley Avenue, Chicago, IL 60645, USA",75, N OAKLEY AVE,42.01743,-87.687769,0,52,56,0.00,30.18,72,29.45
11513,2009-09-17,"7500 North Oakley Avenue, Chicago, IL 60645, USA",75, N OAKLEY AVE,42.01743,-87.687769,0,51,57,0.00,30.17,71,29.51
11514,2009-09-17,"8900 South Carpenter Street, Chicago, IL 60620, USA",89, S CARPENTER ST,41.732984,-87.649642,0,52,56,0.00,30.18,72,29.45
11515,2009-09-17,"8900 South Carpenter Street, Chicago, IL 60620, USA",89, S CARPENTER ST,41.732984,-87.649642,0,51,57,0.00,30.17,71,29.51
11518,2009-09-17,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",36, N PITTSBURGH AVE,41.944869,-87.832763,0,52,56,0.00,30.18,72,29.45
11519,2009-09-17,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",36, N PITTSBURGH AVE,41.944869,-87.832763,0,51,57,0.00,30.17,71,29.51
11522,2009-09-17,"7200 North Oketo Avenue, Chicago, IL 60631, USA",72, N OKETO AVE,42.011601,-87.811506,0,52,56,0.00,30.18,72,29.45
11523,2009-09-17,"7200 North Oketo Avenue, Chicago, IL 60631, USA",72, N OKETO AVE,42.011601,-87.811506,0,51,57,0.00,30.17,71,29.51
11528,2009-09-17,"5800 North Western Avenue, Chicago, IL 60659, USA",58, N WESTERN AVE,41.986921,-87.689778,0,52,56,0.00,30.18,72,29.45
11529,2009-09-17,"5800 North Western Avenue, Chicago, IL 60659, USA",58, N WESTERN AVE,41.986921,-87.689778,0,51,57,0.00,30.17,71,29.51
11530,2009-09-17,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",14, N HUMBOLDT DR,41.906638,-87.701431,0,52,56,0.00,30.18,72,29.45
11531,2009-09-17,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",14, N HUMBOLDT DR,41.906638,-87.701431,0,51,57,0.00,30.17,71,29.51
11534,2009-09-17,"South Vincennes Avenue, Chicago, IL, USA",10, S VINCENNES,41.723195,-87.64997,0,52,56,0.00,30.18,72,29.45
11535,2009-09-17,"South Vincennes Avenue, Chicago, IL, USA",10, S VINCENNES,41.723195,-87.64997,0,51,57,0.00,30.17,71,29.51
11536,2009-09-17,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",11, S ASHLAND AVE,41.868077,-87.666901,0,52,56,0.00,30.18,72,29.45
11537,2009-09-17,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",11, S ASHLAND AVE,41.868077,-87.666901,0,51,57,0.00,30.17,71,29.51
11540,2009-09-17,"4200 West 127th Street, Alsip, IL 60803, USA",42, W 127TH PL,41.662014,-87.724608,0,52,56,0.00,30.18,72,29.45
11541,2009-09-17,"4200 West 127th Street, Alsip, IL 60803, USA",42, W 127TH PL,41.662014,-87.724608,0,51,57,0.00,30.17,71,29.51
11544,2009-09-17,"Chicago, IL, USA",43, N ASHLAND AVE OVERPASS,41.878114,-87.629798,0,52,56,0.00,30.18,72,29.45
11545,2009-09-17,"Chicago, IL, USA",43, N ASHLAND AVE OVERPASS,41.878114,-87.629798,0,51,57,0.00,30.17,71,29.51
11546,2009-09-17,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,41.932094,-87.700117,0,52,56,0.00,30.18,72,29.45
11547,2009-09-17,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,41.932094,-87.700117,0,51,57,0.00,30.17,71,29.51
11552,2009-09-17,"7000 West Armitage Avenue, Chicago, IL 60707, USA",70,  W ARMITAGE AVENUE,41.916265,-87.800515,0,52,56,0.00,30.18,72,29.45
11553,2009-09-17,"7000 West Armitage Avenue, Chicago, IL 60707, USA",70,  W ARMITAGE AVENUE,41.916265,-87.800515,0,51,57,0.00,30.17,71,29.51
11558,2009-09-17,"2500 South Millard Avenue, Chicago, IL 60623, USA",25, S MILLARD AVE,41.846075,-87.716277,0,52,56,0.00,30.18,72,29.45
11559,2009-09-17,"2500 South Millard Avenue, Chicago, IL 60623, USA",25, S MILLARD AVE,41.846075,-87.716277,0,51,57,0.00,30.17,71,29.51
11564,2009-09-17,"3500 West 116th Street, Chicago, IL 60655, USA",35, W 116TH ST,41.682587,-87.707973,0,52,56,0.00,30.18,72,29.45
11565,2009-09-17,"3500 West 116th Street, Chicago, IL 60655, USA",35, W 116TH ST,41.682587,-87.707973,0,51,57,0.00,30.17,71,29.51
11566,2009-09-17,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",37, N KEDVALE AVE,41.948167,-87.730698,0,52,56,0.00,30.18,72,29.45
11567,2009-09-17,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",37, N KEDVALE AVE,41.948167,-87.730698,0,51,57,0.00,30.17,71,29.51
11570,2009-09-17,"4500 North Campbell Avenue, Chicago, IL 60625, USA",45, N CAMPBELL AVE,41.963976,-87.69181,0,52,56,0.00,30.18,72,29.45
11571,2009-09-17,"4500 North Campbell Avenue, Chicago, IL 60625, USA",45, N CAMPBELL AVE,41.963976,-87.69181,0,51,57,0.00,30.17,71,29.51
11572,2009-09-17,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",46, N MILWAUKEE AVE,41.964242,-87.757639,0,52,56,0.00,30.18,72,29.45
11573,2009-09-17,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",46, N MILWAUKEE AVE,41.964242,-87.757639,0,51,57,0.00,30.17,71,29.51
11578,2009-09-17,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,42.008314,-87.777921,0,52,56,0.00,30.18,72,29.45
11579,2009-09-17,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,42.008314,-87.777921,0,51,57,0.00,30.17,71,29.51
11580,2009-09-17,"6100 North Lemont Avenue, Chicago, IL 60646, USA",61, N LEMONT AVE,41.991429,-87.747113,0,52,56,0.00,30.18,72,29.45
11581,2009-09-17,"6100 North Lemont Avenue, Chicago, IL 60646, USA",61, N LEMONT AVE,41.991429,-87.747113,0,51,57,0.00,30.17,71,29.51
11586,2009-09-17,"1100 South California Avenue, Chicago, IL 60612, USA",11, S CALIFORNIA,41.868142,-87.696269,0,52,56,0.00,30.18,72,29.45
11587,2009-09-17,"1100 South California Avenue, Chicago, IL 60612, USA",11, S CALIFORNIA,41.868142,-87.696269,0,51,57,0.00,30.17,71,29.51
11590,2009-09-17,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",61, W FULLERTON AVE,41.923738,-87.785288,0,52,56,0.00,30.18,72,29.45
11591,2009-09-17,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",61, W FULLERTON AVE,41.923738,-87.785288,0,51,57,0.00,30.17,71,29.51
11596,2009-09-17,"1000 North Central Park Avenue, Chicago, IL 60651, USA",10, N CENTRAL PARK DR,41.89923,-87.716788,0,52,56,0.00,30.18,72,29.45
11597,2009-09-17,"1000 North Central Park Avenue, Chicago, IL 60651, USA",10, N CENTRAL PARK DR,41.89923,-87.716788,0,51,57,0.00,30.17,71,29.51
11598,2009-09-17,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",33, N RUTHERFORD AVE,41.94016,-87.794896,0,52,56,0.00,30.18,72,29.45
11599,2009-09-17,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",33, N RUTHERFORD AVE,41.94016,-87.794896,0,51,57,0.00,30.17,71,29.51
11602,2009-09-17,"1100 North Artesian Avenue, Chicago, IL 60622, USA",11, S ARTESIAN AVE,41.903002,-87.688267,0,52,56,0.00,30.18,72,29.45
11603,2009-09-17,"1100 North Artesian Avenue, Chicago, IL 60622, USA",11, S ARTESIAN AVE,41.903002,-87.688267,0,51,57,0.00,30.17,71,29.51
11606,2009-09-17,"6000 West Montrose Avenue, Chicago, IL 60634, USA",60, W MONTROSE DR,41.960616,-87.777189,0,52,56,0.00,30.18,72,29.45
11607,2009-09-17,"6000 West Montrose Avenue, Chicago, IL 60634, USA",60, W MONTROSE DR,41.960616,-87.777189,0,51,57,0.00,30.17,71,29.51
11610,2009-09-17,"3300 West 104th Street, Chicago, IL 60655, USA",33, W 104TH ST,41.704336,-87.703736,0,52,56,0.00,30.18,72,29.45
11611,2009-09-17,"3300 West 104th Street, Chicago, IL 60655, USA",33, W 104TH ST,41.704336,-87.703736,0,51,57,0.00,30.17,71,29.51
11612,2009-09-17,"1700 North Pulaski Road, Chicago, IL 60639, USA",17, N PULASKI RD,41.911824,-87.726737,0,52,56,0.00,30.18,72,29.45
11613,2009-09-17,"1700 North Pulaski Road, Chicago, IL 60639, USA",17, N PULASKI RD,41.911824,-87.726737,0,51,57,0.00,30.17,71,29.51
11618,2009-09-17,"2200 West 51st Street, Chicago, IL 60609, USA",22, W 51ST ST,41.801179,-87.679447,0,52,56,0.00,30.18,72,29.45
11619,2009-09-17,"2200 West 51st Street, Chicago, IL 60609, USA",22, W 51ST ST,41.801179,-87.679447,0,51,57,0.00,30.17,71,29.51
11620,2009-09-17,"3500 West 51st Street, Chicago, IL 60632, USA",35, W 51ST ST,41.800737,-87.71188,0,52,56,0.00,30.18,72,29.45
11621,2009-09-17,"3500 West 51st Street, Chicago, IL 60632, USA",35, W 51ST ST,41.800737,-87.71188,0,51,57,0.00,30.17,71,29.51
11622,2009-09-17,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",67, S KEDZIE AVE,41.77166,-87.703047,0,52,56,0.00,30.18,72,29.45
11623,2009-09-17,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",67, S KEDZIE AVE,41.77166,-87.703047,0,51,57,0.00,30.17,71,29.51
11626,2009-09-17,"2200 West 69th Street, Chicago, IL 60636, USA",22, W 69TH ST,41.768388,-87.678649,0,52,56,0.00,30.18,72,29.45
11627,2009-09-17,"2200 West 69th Street, Chicago, IL 60636, USA",22, W 69TH ST,41.768388,-87.678649,0,51,57,0.00,30.17,71,29.51
11628,2009-09-17,"1000 East 67th Street, Chicago, IL 60637, USA",10, E 67TH ST,41.773215,-87.60088,0,52,56,0.00,30.18,72,29.45
11629,2009-09-17,"1000 East 67th Street, Chicago, IL 60637, USA",10, E 67TH ST,41.773215,-87.60088,0,51,57,0.00,30.17,71,29.51
11634,2009-09-17,"3900 South Ashland Avenue, Chicago, IL 60609, USA",39, S ASHLAND AVE,41.822536,-87.666343,0,52,56,0.00,30.18,72,29.45
11635,2009-09-17,"3900 South Ashland Avenue, Chicago, IL 60609, USA",39, S ASHLAND AVE,41.822536,-87.666343,0,51,57,0.00,30.17,71,29.51
11638,2009-09-17,"7100 South South Shore Drive, Chicago, IL 60649, USA",71, S SOUTH SHORE DR,41.766202,-87.562889,0,52,56,0.00,30.18,72,29.45
11639,2009-09-17,"7100 South South Shore Drive, Chicago, IL 60649, USA",71, S SOUTH SHORE DR,41.766202,-87.562889,0,51,57,0.00,30.17,71,29.51
11640,2009-09-17,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",79, S CHICAGO AVE,41.754292,-87.590773,0,52,56,0.00,30.18,72,29.45
11641,2009-09-17,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",79, S CHICAGO AVE,41.754292,-87.590773,0,51,57,0.00,30.17,71,29.51
11642,2009-09-17,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",52, S KOLMAR,41.798697,-87.736812,0,52,56,0.00,30.18,72,29.45
11643,2009-09-17,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",52, S KOLMAR,41.798697,-87.736812,0,51,57,0.00,30.17,71,29.51
11644,2009-09-17,"6300 West 64th Street, Chicago, IL 60638, USA",63, W 64TH ST,41.776156,-87.778927,0,52,56,0.00,30.18,72,29.45
11645,2009-09-17,"6300 West 64th Street, Chicago, IL 60638, USA",63, W 64TH ST,41.776156,-87.778927,0,51,57,0.00,30.17,71,29.51
11646,2009-09-17,"3700 South Pulaski Road, Chicago, IL 60623, USA",37, S PULASKI RD,41.82561,-87.726549,0,52,56,0.00,30.18,72,29.45
11647,2009-09-17,"3700 South Pulaski Road, Chicago, IL 60623, USA",37, S PULASKI RD,41.82561,-87.726549,0,51,57,0.00,30.17,71,29.51
11650,2009-09-17,"South Stony Island Avenue, Chicago, IL, USA",10, S STONY ISLAND AVE,41.726465,-87.585413,0,52,56,0.00,30.18,72,29.45
11651,2009-09-17,"South Stony Island Avenue, Chicago, IL, USA",10, S STONY ISLAND AVE,41.726465,-87.585413,0,51,57,0.00,30.17,71,29.51
11654,2009-09-17,"South Torrence Avenue, Chicago, IL, USA",13, S TORRENCE AVE,41.678618,-87.559308,0,52,56,0.00,30.18,72,29.45
11655,2009-09-17,"South Torrence Avenue, Chicago, IL, USA",13, S TORRENCE AVE,41.678618,-87.559308,0,51,57,0.00,30.17,71,29.51
11660,2009-09-17,"South Brandon Avenue, Chicago, IL 60617, USA",13, S BRANDON,41.740641,-87.546587,0,52,56,0.00,30.18,72,29.45
11661,2009-09-17,"South Brandon Avenue, Chicago, IL 60617, USA",13, S BRANDON,41.740641,-87.546587,0,51,57,0.00,30.17,71,29.51
11666,2009-09-17,"3700 118th Street, Chicago, IL 60617, USA",37, E 118TH ST,41.680946,-87.535198,0,52,56,0.00,30.18,72,29.45
11667,2009-09-17,"3700 118th Street, Chicago, IL 60617, USA",37, E 118TH ST,41.680946,-87.535198,0,51,57,0.00,30.17,71,29.51
11670,2009-09-17,"2400 East 105th Street, Chicago, IL 60617, USA",24, E 105TH ST,41.704572,-87.565666,0,52,56,0.00,30.18,72,29.45
11671,2009-09-17,"2400 East 105th Street, Chicago, IL 60617, USA",24, E 105TH ST,41.704572,-87.565666,0,51,57,0.00,30.17,71,29.51
11674,2009-09-17,"South Cottage Grove Avenue, Chicago, IL, USA",10, S COTTAGE GROVE,41.750498,-87.605294,0,52,56,0.00,30.18,72,29.45
11675,2009-09-17,"South Cottage Grove Avenue, Chicago, IL, USA",10, S COTTAGE GROVE,41.750498,-87.605294,0,51,57,0.00,30.17,71,29.51
11680,2009-09-17,"4000 East 130th Street, Chicago, IL 60633, USA",40, E 130TH ST,41.659112,-87.538693,0,52,56,0.00,30.18,72,29.45
11681,2009-09-17,"4000 East 130th Street, Chicago, IL 60633, USA",40, E 130TH ST,41.659112,-87.538693,0,51,57,0.00,30.17,71,29.51
11682,2009-09-17,"9100 West Higgins Road, Rosemont, IL 60018, USA",91, W HIGGINS RD,41.992478,-87.862995,0,52,56,0.00,30.18,72,29.45
11683,2009-09-17,"9100 West Higgins Road, Rosemont, IL 60018, USA",91, W HIGGINS RD,41.992478,-87.862995,0,51,57,0.00,30.17,71,29.51
11684,2009-09-17,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",10, W OHARE AIRPORT,41.974689,-87.890615,0,52,56,0.00,30.18,72,29.45
11685,2009-09-17,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",10, W OHARE AIRPORT,41.974689,-87.890615,0,51,57,0.00,30.17,71,29.51
11700,2009-09-17,"Ohare Court, Bensenville, IL 60106, USA",10, W OHARE,41.957799,-87.930995,0,52,56,0.00,30.18,72,29.45
11701,2009-09-17,"Ohare Court, Bensenville, IL 60106, USA",10, W OHARE,41.957799,-87.930995,0,51,57,0.00,30.17,71,29.51
11704,2009-09-17,"4800 West Montana Street, Chicago, IL 60639, USA",48, W MONTANA ST,41.925198,-87.746381,0,52,56,0.00,30.18,72,29.45
11705,2009-09-17,"4800 West Montana Street, Chicago, IL 60639, USA",48, W MONTANA ST,41.925198,-87.746381,0,51,57,0.00,30.17,71,29.51
11706,2009-09-17,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",51, N MONT CLARE AVE,41.973845,-87.805059,0,52,56,0.00,30.18,72,29.45
11707,2009-09-17,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",51, N MONT CLARE AVE,41.973845,-87.805059,0,51,57,0.00,30.17,71,29.51
11712,2009-09-17,"8200 South Kostner Avenue, Chicago, IL 60652, USA",82, S KOSTNER AVE,41.743402,-87.731435,0,52,56,0.00,30.18,72,29.45
11713,2009-09-17,"8200 South Kostner Avenue, Chicago, IL 60652, USA",82, S KOSTNER AVE,41.743402,-87.731435,0,51,57,0.00,30.17,71,29.51
11720,2009-09-17,"East 91st Place, Chicago, IL, USA",65, E 91ST PL,41.728495,-87.600963,0,52,56,0.00,30.18,72,29.45
11721,2009-09-17,"East 91st Place, Chicago, IL, USA",65, E 91ST PL,41.728495,-87.600963,0,51,57,0.00,30.17,71,29.51
11726,2009-09-17,"1700 West Addison Street, Chicago, IL 60613, USA",17, W ADDISON ST,41.947227,-87.671457,0,52,56,0.00,30.18,72,29.45
11727,2009-09-17,"1700 West Addison Street, Chicago, IL 60613, USA",17, W ADDISON ST,41.947227,-87.671457,0,51,57,0.00,30.17,71,29.51
11730,2009-09-17,"South Wallace Street, Chicago, IL, USA",11, S WALLACE ST,41.753411,-87.639817,0,52,56,0.00,30.18,72,29.45
11731,2009-09-17,"South Wallace Street, Chicago, IL, USA",11, S WALLACE ST,41.753411,-87.639817,0,51,57,0.00,30.17,71,29.51
11732,2009-09-17,"1300 North Laramie Avenue, Chicago, IL 60651, USA",13, N LARAMIE AVE,41.904194,-87.756155,0,52,56,0.00,30.18,72,29.45
11733,2009-09-17,"1300 North Laramie Avenue, Chicago, IL 60651, USA",13, N LARAMIE AVE,41.904194,-87.756155,0,51,57,0.00,30.17,71,29.51
11736,2009-09-17,"3900 North Springfield Avenue, Chicago, IL 60618, USA",39, N SPRINGFIELD AVE,41.951866,-87.725057,0,52,56,0.00,30.18,72,29.45
11737,2009-09-17,"3900 North Springfield Avenue, Chicago, IL 60618, USA",39, N SPRINGFIELD AVE,41.951866,-87.725057,0,51,57,0.00,30.17,71,29.51
11740,2009-09-25,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,41.95469,-87.800991,0,57,60,0.16,30.12,70,29.39
11741,2009-09-25,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,41.95469,-87.800991,0,57,60,0.02,30.11,70,29.44
11746,2009-09-25,"2500 West Grand Avenue, Chicago, IL 60654, USA",25, W GRAND AVE,41.891118,-87.654491,0,57,60,0.16,30.12,70,29.39
11747,2009-09-25,"2500 West Grand Avenue, Chicago, IL 60654, USA",25, W GRAND AVE,41.891118,-87.654491,0,57,60,0.02,30.11,70,29.44
11748,2009-09-25,"1100 Roosevelt Road, Chicago, IL 60608, USA",11, W ROOSEVELT,41.867108,-87.654224,0,57,60,0.16,30.12,70,29.39
11749,2009-09-25,"1100 Roosevelt Road, Chicago, IL 60608, USA",11, W ROOSEVELT,41.867108,-87.654224,0,57,60,0.02,30.11,70,29.44
11752,2009-09-25,"1100 West Chicago Avenue, Chicago, IL 60642, USA",11, W CHICAGO,41.896282,-87.655232,0,57,60,0.16,30.12,70,29.39
11753,2009-09-25,"1100 West Chicago Avenue, Chicago, IL 60642, USA",11, W CHICAGO,41.896282,-87.655232,0,57,60,0.02,30.11,70,29.44
11754,2009-09-25,"2200 North Cannon Drive, Chicago, IL 60614, USA",22, N CANNON DR,41.921965,-87.632085,0,57,60,0.16,30.12,70,29.39
11755,2009-09-25,"2200 North Cannon Drive, Chicago, IL 60614, USA",22, N CANNON DR,41.921965,-87.632085,0,57,60,0.02,30.11,70,29.44
11762,2009-09-25,"1700 West 95th Street, Chicago, IL 60643, USA",17, W 95TH ST,41.720848,-87.666014,0,57,60,0.16,30.12,70,29.39
11763,2009-09-25,"1700 West 95th Street, Chicago, IL 60643, USA",17, W 95TH ST,41.720848,-87.666014,0,57,60,0.02,30.11,70,29.44
11766,2009-09-25,"7500 North Oakley Avenue, Chicago, IL 60645, USA",75, N OAKLEY AVE,42.01743,-87.687769,0,57,60,0.16,30.12,70,29.39
11767,2009-09-25,"7500 North Oakley Avenue, Chicago, IL 60645, USA",75, N OAKLEY AVE,42.01743,-87.687769,0,57,60,0.02,30.11,70,29.44
